date,mean,median,std,low_50,high_50,low_80,high_80,low_95,high_95,type
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estimate
2020-03-07,0.13243131609956618,0.09117576479911804,0.13149223836653004,0.0411245608702302,0.17972193285822868,0.019500377401709557,0.3057281762361526,0.007937074592337012,0.4798916615545744,estimate
2020-03-08,0.11449455699895043,0.08352020755410194,0.10151828381718057,0.04427559953182936,0.15273688361048698,0.025574292428791525,0.2473116606473923,0.013607523194514215,0.37864110395312284,estimate
2020-03-09,0.10154748331732116,0.07873570173978806,0.0792560175528234,0.04812642093747854,0.1319030411541462,0.029606809467077257,0.20541677325963978,0.018404109729453923,0.30523566082119913,estimate
2020-03-10,0.09362213651277125,0.07646182179450989,0.06286077008524274,0.05087802652269602,0.1186655405908823,0.0344541747123003,0.17742162942886353,0.022753713792189954,0.2553535811603069,estimate
2020-03-11,0.09068831759225578,0.07780399918556213,0.051171392760335305,0.05582224950194359,0.11142589151859283,0.04006086103618145,0.15800262242555618,0.02811981663107872,0.21779131703078708,estimate
2020-03-12,0.09294512241706251,0.0832514539361,0.04351061977537699,0.06344120390713215,0.1119480524212122,0.04765115417540074,0.1510787069797516,0.035000134538859126,0.1985313266515731,estimate
2020-03-13,0.10094558901060373,0.0935719721019268,0.039600237469194485,0.07399066910147667,0.12013956159353256,0.058358586952090265,0.1541929602622986,0.04358788328245282,0.19446022063493712,estimate
2020-03-14,0.11565051258541643,0.10904813557863235,0.039354695022221886,0.08814985677599907,0.13656814023852348,0.0715944342315197,0.16701004654169085,0.05568226184695959,0.21049841195344918,estimate
2020-03-15,0.13846710308641194,0.13210271298885345,0.04266001899815998,0.10834087431430817,0.16158392652869225,0.08968164324760437,0.19520491808652882,0.07279958762228489,0.2387084960937498,estimate
2020-03-16,0.1711835369579494,0.16500240564346313,0.04928472736281407,0.1361037939786911,0.19949063286185265,0.11474896520376206,0.23562918305397038,0.09370047468692064,0.28794279024004926,estimate
2020-03-17,0.21603033262863755,0.20813174545764923,0.059039453133230876,0.17323371022939682,0.24999064952135086,0.14871405065059662,0.2923886299133301,0.12456606719642878,0.3528695985674857,estimate
2020-03-18,0.27563858281075954,0.26568277180194855,0.07198252280318126,0.22368189692497253,0.31494851410388947,0.19345127344131471,0.3684657543897629,0.1659360382705927,0.44237578660249705,estimate
2020-03-19,0.35298571387678385,0.34168705344200134,0.08823049040793648,0.29082179069519043,0.40194372087717056,0.2492253392934799,0.46907329857349395,0.21715734265744688,0.5578612238168715,estimate
2020-03-20,0.45135377353429795,0.4397362023591995,0.10793968753012637,0.37393610179424286,0.5153349786996841,0.32307869493961333,0.5899149179458618,0.2829647704958916,0.7037586867809295,estimate
2020-03-21,0.5741802105754614,0.5619161128997803,0.13131833994796474,0.47718457877635956,0.6533727496862411,0.414743834733963,0.7420652806758881,0.3641658216714859,0.8777846351265899,estimate
2020-03-22,0.7249445143789053,0.7096540033817291,0.15805471017203385,0.61252161860466,0.8194821923971176,0.5327073276042938,0.929201024770737,0.46328815147280694,1.0773077130317685,estimate
2020-03-23,0.9070327953398227,0.8889502286911011,0.187288381342939,0.7783992141485214,1.0229100286960602,0.6802606761455536,1.1492935419082642,0.5884198412299156,1.3182358831167218,estimate
2020-03-24,1.1232145044207573,1.1033174395561218,0.21786016738325648,0.9745206534862518,1.260576218366623,0.8578362107276917,1.396775770187378,0.7408131390810012,1.5911240994930265,estimate
2020-03-25,1.374974674552679,1.3634708523750305,0.2488263639495993,1.2096241116523743,1.5354726314544678,1.0727487206459045,1.6878196954727174,0.9380563572049141,1.9159383714199059,estimate
2020-03-26,1.661766939073801,1.6529045701026917,0.2795791392587028,1.4721781015396118,1.8377664983272552,1.3234290480613708,2.0187694311141966,1.1484289795160294,2.2541286826133726,estimate
2020-03-27,1.9799031431674958,1.9648112058639526,0.30959052718996805,1.7730975151062012,2.1711503863334656,1.5998632431030275,2.361976909637451,1.4166007369756697,2.654679411649702,estimate
2020-03-28,2.3215169445872306,2.303616762161255,0.3382341993214608,2.098304033279419,2.5303189158439636,1.9110677957534792,2.7424856424331665,1.7071916669607161,3.05612763762474,estimate
2020-03-29,2.674419094324112,2.659855008125305,0.36422621139462164,2.4252874851226807,2.898860454559326,2.227907514572143,3.1281089782714844,2.009950524568558,3.451709949970245,estimate
2020-03-30,3.022862669289112,3.0019421577453613,0.38638487511887737,2.7646860480308533,3.2606677412986755,2.5553265810012817,3.5041931152343757,2.3190419435501095,3.8369473874568936,estimate
2020-03-31,3.3499002165794374,3.3285778760910034,0.40443734588928043,3.07769113779068,3.6047322750091553,2.8527239322662354,3.8593888759613035,2.621205461025238,4.194342827796936,estimate
2020-04-01,3.639571593880653,3.618531823158264,0.4186150656700832,3.3597644567489624,3.901580274105072,3.133216190338135,4.1580036163330085,2.86163934469223,4.510692834854125,estimate
2020-04-02,3.8789299570322036,3.8649951219558716,0.42933940209480564,3.5877838134765625,4.152417421340942,3.363262939453125,4.422047281265259,3.0831331253051757,4.781731843948363,estimate
2020-04-03,4.059642836809158,4.047476291656494,0.4365560606338286,3.7527502179145813,4.329413056373596,3.51149697303772,4.604654598236085,3.2375758826732635,4.976376080512999,estimate
2020-04-04,4.178312109231949,4.171630859375,0.4398125631271806,3.8646571040153503,4.460340976715088,3.6240087747573853,4.727057075500488,3.352543985843658,5.0961819887161255,estimate
2020-04-05,4.236133948922157,4.23385763168335,0.4389779349026686,3.9325790405273438,4.511207580566406,3.68392128944397,4.789857244491577,3.414607048034668,5.146380126476287,estimate
