date,mean,median,std,low_50,high_50,low_80,high_80,low_95,high_95,type
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estimate
2020-03-07,0.11849700316446252,0.08081334084272385,0.1186262247301886,0.034489152021706104,0.1633714884519577,0.01475782310590148,0.2642825663089753,0.006410213327035308,0.46794526129960995,estimate
2020-03-08,0.10022346459119581,0.07104256004095078,0.09232007511981069,0.03536113630980253,0.13636504486203194,0.018857249058783054,0.2163555935025215,0.009785459958948195,0.37042106986045825,estimate
2020-03-09,0.08749053173745051,0.06595981866121292,0.07239254963221843,0.0365935955196619,0.11669161356985569,0.022725178301334383,0.1788369044661522,0.013291820767335594,0.29276280924677844,estimate
2020-03-10,0.0799516361800488,0.06423218175768852,0.05745301145568783,0.03940655291080475,0.10387046076357365,0.02680330500006676,0.1520330667495728,0.017673980817198752,0.23701637983322138,estimate
2020-03-11,0.0774489646507427,0.06640862673521042,0.04661887876783066,0.04484987072646618,0.09745200164616108,0.03231081999838352,0.1368483945727349,0.022439529839903116,0.19979459904134236,estimate
2020-03-12,0.08016445814585313,0.07212314382195473,0.03946114525023711,0.052737013436853886,0.09977371245622635,0.03967084027826786,0.12977819591760636,0.027791173057630656,0.17859606370329856,estimate
2020-03-13,0.08868114297091961,0.08229899778962135,0.035912055860047615,0.06303908489644527,0.10811604931950569,0.050000531226396555,0.1333590641617775,0.03645445471629501,0.17635294348001476,estimate
2020-03-14,0.1040417690621689,0.0995205007493496,0.03603844423217671,0.0780528075993061,0.12379233911633492,0.06331071257591248,0.14993565678596496,0.04773225402459502,0.18810817152261708,estimate
2020-03-15,0.1277583146393299,0.12320763245224953,0.039820140361377675,0.09919409267604351,0.15059827640652657,0.08131155446171762,0.17774780541658403,0.06415037792176008,0.22313909269869328,estimate
2020-03-16,0.16177573768235742,0.15631896257400513,0.04716792755815166,0.1287854239344597,0.1895701289176941,0.1067430853843689,0.22222754508256912,0.08451246637851,0.2754178501665591,estimate
2020-03-17,0.20842512548714875,0.20216054469347,0.058040886444977395,0.16770226135849953,0.2419448010623455,0.1397038385272026,0.28332799673080444,0.11588234603405,0.34339599758386596,estimate
2020-03-18,0.2703249084614217,0.2629430592060089,0.0724195608979677,0.22060254216194153,0.3105856850743294,0.18436080813407899,0.3654490679502488,0.15342945642769337,0.4438085854053497,estimate
2020-03-19,0.35035594646632673,0.34122829139232635,0.09021644928400208,0.2879204750061035,0.4022715091705322,0.2418137311935425,0.46854516267776486,0.2021256484091282,0.5585909575223923,estimate
2020-03-20,0.4515441559627652,0.44075916707515717,0.1111569166364289,0.3748782128095627,0.5143110901117325,0.315912926197052,0.6014829397201539,0.26574034392833706,0.7098940089344978,estimate
2020-03-21,0.5770561297982931,0.5655224621295929,0.13476599468554273,0.4844264015555382,0.655147135257721,0.41096021234989166,0.7541865468025207,0.34498623237013815,0.889341071248054,estimate
2020-03-22,0.7301004399061203,0.7196488380432129,0.16026968236203343,0.6197297871112823,0.8233674317598343,0.531190288066864,0.946823811531067,0.45067113041877743,1.089076068997383,estimate
2020-03-23,0.9137601996362209,0.9009750187397003,0.18688430249999302,0.7846051901578903,1.0241127908229828,0.6815475523471832,1.1652380824089053,0.5890358731150628,1.3140490353107448,estimate
2020-03-24,1.130550219386816,1.1180644631385803,0.21404295935104573,0.9821920990943909,1.2635757625102997,0.861082261800766,1.4128345847129822,0.7596336185932159,1.576707363128662,estimate
2020-03-25,1.3818128567934036,1.3702711462974548,0.24126297718444656,1.2139655649662018,1.5339709520339966,1.077096164226532,1.6908981680870059,0.9555509462952614,1.8835996359586709,estimate
2020-03-26,1.6670328084230424,1.6532211303710938,0.2683285203889799,1.4782224297523499,1.8402992486953735,1.3281864404678345,2.0115177392959596,1.1886540144681932,2.2161253869533537,estimate
2020-03-27,1.9823995428681374,1.9654247164726257,0.2954408712181167,1.7741225361824036,2.1727628111839294,1.6118454217910767,2.3690118551254273,1.4485375553369522,2.5938795030117032,estimate
2020-03-28,2.320105708837509,2.3017338514328003,0.3225610455330744,2.094933569431305,2.5360918045043945,1.9088621020317076,2.7463186025619506,1.7436533331871031,2.9651356577873225,estimate
2020-03-29,2.6684555484056474,2.6548749208450317,0.3488949409973137,2.416830539703369,2.8922844529151917,2.2228229522705076,3.125559902191162,2.061473309993744,3.3776220440864564,estimate
2020-03-30,3.0126066035032273,3.003727912902832,0.3732449981784001,2.741349518299103,3.256833791732788,2.541061615943909,3.4994598865509032,2.3765122294425964,3.781839281320571,estimate
2020-03-31,3.3363640484809873,3.3233777284622192,0.39459437036916656,3.0480018854141235,3.59584504365921,2.845429921150208,3.839757204055786,2.643130952119827,4.17322187423706,estimate
2020-04-01,3.624317891955376,3.609774589538574,0.41240577268441725,3.3318607807159424,3.90285587310791,3.1125616788864137,4.147173738479614,2.888755404949188,4.483112692832947,estimate
2020-04-02,3.863702845931053,3.838477849960327,0.42627814900312705,3.563794195652008,4.1511852741241455,3.3305289506912232,4.3954291343688965,3.0994488894939423,4.7921541094779965,estimate
2020-04-03,4.045899040818214,4.0208189487457275,0.43601192081157697,3.7382262349128723,4.330646276473999,3.501183271408081,4.586475276947022,3.272632282972336,4.982699108123779,estimate
2020-04-04,4.167087455868721,4.146570205688477,0.441417689679395,3.8495892882347107,4.452508807182312,3.619478535652161,4.731310272216796,3.388457107543945,5.091053521633146,estimate
2020-04-05,4.227984763503074,4.213750839233398,0.4422606820964451,3.9134519696235657,4.519982814788818,3.683472466468811,4.798497676849365,3.4360549330711363,5.162864708900451,estimate
